,PlayKey,time,event,x,y,dir,dis,o,s
333,26624-1-2,3.4,,89.04,27.96,316.08,0.01,241.48,0.25
334,26624-1-2,3.5,huddle_break_offense,89.02,27.97,312.89,0.02,240.31,0.32
335,26624-1-2,3.6,,88.99,28,310.55,0.04,239.3,0.41
336,26624-1-2,3.7,,88.95,28.03,308.88,0.06,238.37,0.5
337,26624-1-2,3.8,,88.89,28.07,307.38,0.07,237.13,0.59
338,26624-1-2,3.9,,88.84,28.11,306.56,0.07,235.48,0.68
339,26624-1-2,4,,88.77,28.14,305.37,0.08,233.46,0.78
340,26624-1-2,4.1,,88.69,28.19,305.58,0.09,231.3,0.85
341,26624-1-2,4.2,,88.61,28.25,305.26,0.1,228.81,0.93
342,26624-1-2,4.3,,88.51,28.3,304.62,0.11,225.95,0.99
343,26624-1-2,4.4,,88.42,28.37,303.88,0.11,222.93,1.06
344,26624-1-2,4.5,,88.32,28.45,303.31,0.13,220,1.11
345,26624-1-2,4.6,,88.22,28.53,302.52,0.13,217.14,1.16
346,26624-1-2,4.7,,88.11,28.61,301.5,0.13,214.37,1.2
347,26624-1-2,4.8,,88.01,28.69,300.68,0.13,211.54,1.23
348,26624-1-2,4.9,,87.92,28.77,299.95,0.13,208.82,1.26
349,26624-1-2,5,,87.81,28.85,299.02,0.13,206.5,1.29
350,26624-1-2,5.1,,87.69,28.92,298.1,0.14,204.57,1.3
351,26624-1-2,5.2,,87.57,28.97,297.01,0.13,203,1.31
352,26624-1-2,5.3,,87.45,29.03,295.85,0.14,201.66,1.31
353,26624-1-2,5.4,,87.31,29.1,294.42,0.15,200.55,1.31
354,26624-1-2,5.5,,87.19,29.15,292.95,0.14,199.48,1.3
355,26624-1-2,5.6,,87.06,29.2,291.62,0.14,198.19,1.29
356,26624-1-2,5.7,,86.93,29.24,290.19,0.14,196.63,1.28
357,26624-1-2,5.8,,86.8,29.28,288.61,0.14,194.92,1.27
358,26624-1-2,5.9,,86.67,29.31,287.5,0.14,193.07,1.25
359,26624-1-2,6,,86.54,29.35,286.45,0.13,191.31,1.23
360,26624-1-2,6.1,,86.42,29.37,286.15,0.13,189.69,1.2
361,26624-1-2,6.2,,86.29,29.39,285.79,0.12,188.4,1.18
362,26624-1-2,6.3,,86.18,29.42,285.27,0.12,187.41,1.14
363,26624-1-2,6.4,,86.06,29.44,285.13,0.11,186.65,1.11
364,26624-1-2,6.5,,85.96,29.46,285.05,0.11,186,1.07
365,26624-1-2,6.6,,85.85,29.48,284.99,0.11,185.57,1.04
366,26624-1-2,6.7,,85.75,29.5,284.96,0.1,185.45,1
367,26624-1-2,6.8,,85.66,29.53,284.91,0.09,185.49,0.95
368,26624-1-2,6.9,,85.57,29.54,284.78,0.09,185.67,0.91
369,26624-1-2,7,,85.49,29.58,284.6,0.09,185.78,0.87
370,26624-1-2,7.1,,85.41,29.61,284.11,0.09,185.96,0.82
371,26624-1-2,7.2,,85.34,29.64,283,0.08,185.99,0.77
372,26624-1-2,7.3,,85.27,29.67,281.71,0.08,185.84,0.73
373,26624-1-2,7.4,,85.2,29.7,281.14,0.08,185.31,0.69
374,26624-1-2,7.5,,85.13,29.72,280.62,0.07,184.31,0.65
375,26624-1-2,7.6,,85.06,29.74,279.59,0.07,182.97,0.62
376,26624-1-2,7.7,,85.01,29.76,278.43,0.06,181.61,0.58
377,26624-1-2,7.8,,84.96,29.77,278.09,0.05,180.21,0.54
378,26624-1-2,7.9,,84.91,29.77,276.58,0.05,178.65,0.51
379,26624-1-2,8,,84.86,29.76,274.25,0.05,177.09,0.48
380,26624-1-2,8.1,,84.82,29.73,270.6,0.05,175.78,0.45
381,26624-1-2,8.2,,84.78,29.71,267.14,0.04,174.9,0.43
382,26624-1-2,8.3,,84.75,29.7,265.05,0.04,174.17,0.41
383,26624-1-2,8.4,,84.7,29.7,263.58,0.04,173.46,0.39
384,26624-1-2,8.5,,84.66,29.69,261.94,0.04,172.73,0.37
385,26624-1-2,8.6,,84.63,29.68,258.83,0.03,172.11,0.35
386,26624-1-2,8.7,,84.61,29.68,255.38,0.02,171.87,0.33
387,26624-1-2,8.8,line_set,84.58,29.68,254.43,0.03,171.9,0.31
388,26624-1-2,8.9,,84.55,29.67,254.16,0.03,172.01,0.29
389,26624-1-2,9,,84.52,29.65,254.98,0.04,172.25,0.27
390,26624-1-2,9.1,,84.49,29.63,256.21,0.03,172.83,0.25
391,26624-1-2,9.2,,84.47,29.64,256.42,0.03,173.73,0.23
392,26624-1-2,9.3,,84.43,29.64,256.29,0.03,174.58,0.21
393,26624-1-2,9.4,,84.41,29.65,256.39,0.03,175.27,0.18
394,26624-1-2,9.5,,84.39,29.63,256.4,0.02,176.1,0.17
395,26624-1-2,9.6,,84.38,29.62,254.84,0.02,177.3,0.15
396,26624-1-2,9.7,,84.37,29.62,252.18,0.01,178.89,0.14
397,26624-1-2,9.8,,84.36,29.61,251.95,0.01,180.69,0.12
398,26624-1-2,9.9,,84.35,29.61,256.71,0.01,182.55,0.1
399,26624-1-2,10,,84.34,29.6,258.96,0.01,184.48,0.09
400,26624-1-2,10.1,,84.34,29.6,254.68,0,186.37,0.07
401,26624-1-2,10.2,,84.34,29.61,244.77,0,188.11,0.06
402,26624-1-2,10.3,,84.34,29.61,233.35,0,189.64,0.04
403,26624-1-2,10.4,,84.34,29.61,232.17,0,190.98,0.03
404,26624-1-2,10.5,,84.34,29.61,242.16,0,192.32,0.02
405,26624-1-2,10.6,,84.34,29.6,235.33,0,193.67,0.02
406,26624-1-2,10.7,,84.34,29.6,213.61,0,194.93,0.01
407,26624-1-2,10.8,,84.34,29.6,178.72,0,196.04,0.01
408,26624-1-2,10.9,,84.34,29.6,150.85,0,197.01,0
409,26624-1-2,11,,84.34,29.6,155.06,0,197.82,0.01
410,26624-1-2,11.1,,84.34,29.6,161.77,0,198.49,0.01
411,26624-1-2,11.2,,84.35,29.6,167.31,0,199.06,0.01
412,26624-1-2,11.3,,84.35,29.6,170.91,0,199.57,0.01
413,26624-1-2,11.4,,84.35,29.6,173.93,0,200.05,0.01
414,26624-1-2,11.5,,84.35,29.6,177.16,0,200.47,0.01
415,26624-1-2,11.6,,84.35,29.6,181.3,0,200.82,0.01
416,26624-1-2,11.7,,84.35,29.6,186.83,0,201.09,0.01
417,26624-1-2,11.8,,84.35,29.6,191.76,0,201.26,0.01
418,26624-1-2,11.9,,84.35,29.59,193.64,0,201.34,0.01
419,26624-1-2,12,,84.35,29.59,191.31,0,201.32,0.01
420,26624-1-2,12.1,,84.34,29.59,184.18,0,201.24,0.01
421,26624-1-2,12.2,,84.34,29.59,171.45,0,201.11,0.01
422,26624-1-2,12.3,,84.34,29.59,153.6,0,200.94,0.02
423,26624-1-2,12.4,,84.34,29.58,125.62,0,200.72,0.02
424,26624-1-2,12.5,,84.34,29.58,99.9,0,200.43,0.1
425,26624-1-2,12.6,,84.34,29.58,94.69,0,200.07,0.32
426,26624-1-2,12.7,,84.34,29.58,93.29,0,199.64,0.6
427,26624-1-2,12.8,,84.34,29.58,92.39,0,199.08,0.87
428,26624-1-2,12.9,,84.34,29.58,91.75,0,197.59,1.08
429,26624-1-2,13,ball_snap,84.34,29.57,90.95,0,193.42,1.26
430,26624-1-2,13.1,,84.35,29.57,90.44,0.01,187.66,1.42
431,26624-1-2,13.2,,84.36,29.57,90.37,0.01,181.64,1.57
432,26624-1-2,13.3,,84.38,29.57,90.49,0.02,175.55,1.74
433,26624-1-2,13.4,,84.53,29.57,90.43,0.14,169.51,1.87
434,26624-1-2,13.5,,84.92,29.55,90.11,0.39,162.87,1.99
435,26624-1-2,13.6,,85.43,29.53,89.63,0.51,150.6,2.08
436,26624-1-2,13.7,,85.91,29.53,89.19,0.48,20.47,2.17
437,26624-1-2,13.8,,86.29,29.53,88.86,0.38,348.42,2.23
438,26624-1-2,13.9,,86.62,29.55,88.66,0.32,341.05,2.27
439,26624-1-2,14,,86.91,29.57,88.45,0.29,338.64,2.3
440,26624-1-2,14.1,,87.18,29.57,88.29,0.27,335.68,2.32
441,26624-1-2,14.2,,87.46,29.56,88.05,0.29,328.54,2.31
442,26624-1-2,14.3,,87.71,29.56,87.84,0.24,318.87,2.23
443,26624-1-2,14.4,,87.92,29.57,87.37,0.21,309.63,2.02
444,26624-1-2,14.5,,88.09,29.6,86.55,0.17,301.43,1.75
445,26624-1-2,14.6,,88.23,29.63,85.76,0.15,294.42,1.49
446,26624-1-2,14.7,,88.35,29.66,85.03,0.12,288.35,1.31
447,26624-1-2,14.8,,88.43,29.67,84.79,0.08,283.23,1.17
448,26624-1-2,14.9,,88.49,29.69,84.8,0.06,279.16,1.06
449,26624-1-2,15,,88.53,29.7,84.29,0.04,275.64,0.98
450,26624-1-2,15.1,,88.54,29.71,83.33,0.02,272.36,0.89
451,26624-1-2,15.2,,88.54,29.72,82.81,0,269.26,0.84
452,26624-1-2,15.3,,88.56,29.72,83.13,0.01,266.23,0.81
453,26624-1-2,15.4,,88.57,29.72,84.97,0.01,263.36,0.79
454,26624-1-2,15.5,,88.59,29.73,87.18,0.02,260.47,0.78
455,26624-1-2,15.6,,88.64,29.74,89.59,0.05,257.38,0.79
456,26624-1-2,15.7,,88.71,29.74,91.89,0.07,254.59,0.82
457,26624-1-2,15.8,,88.81,29.74,93.91,0.1,252.29,0.85
458,26624-1-2,15.9,,88.93,29.74,95.77,0.12,250.77,0.9
459,26624-1-2,16,,89.06,29.74,97.21,0.13,249.73,0.95
460,26624-1-2,16.1,,89.21,29.75,98.07,0.15,249.04,1
461,26624-1-2,16.2,,89.36,29.75,99.18,0.15,248.58,1.04
462,26624-1-2,16.3,,89.5,29.73,99.99,0.14,247.76,1.07
463,26624-1-2,16.4,,89.64,29.7,100.61,0.14,246.73,1.09
464,26624-1-2,16.5,pass_forward,89.77,29.67,100.99,0.14,245.96,1.1
465,26624-1-2,16.6,,89.9,29.62,101.06,0.14,245.91,1.09
466,26624-1-2,16.7,,90.02,29.58,100.71,0.12,246.6,1.07
467,26624-1-2,16.8,,90.13,29.54,101.1,0.12,247.89,1.01
468,26624-1-2,16.9,,90.24,29.5,101.59,0.11,249.25,0.95
469,26624-1-2,17,,90.33,29.46,102.44,0.1,250.29,0.86
470,26624-1-2,17.1,pass_arrived,90.4,29.42,103.53,0.08,250.93,0.77
471,26624-1-2,17.2,,90.46,29.39,103.96,0.07,251.35,0.68
472,26624-1-2,17.3,,90.53,29.36,104.12,0.07,251.49,0.58
473,26624-1-2,17.4,pass_outcome_caught,90.58,29.36,103.94,0.06,251.27,0.47
474,26624-1-2,17.5,,90.63,29.37,102.26,0.05,251.11,0.35
475,26624-1-2,17.6,,90.69,29.38,99.52,0.06,250.74,0.22
476,26624-1-2,17.7,,90.72,29.39,87.01,0.03,249.74,0.1
477,26624-1-2,17.8,,90.73,29.4,325.09,0.01,247.76,0.08
478,26624-1-2,17.9,,90.73,29.41,298.86,0.01,244.94,0.17
479,26624-1-2,18,,90.71,29.42,297.29,0.02,241.76,0.28
480,26624-1-2,18.1,,90.69,29.43,295.72,0.03,238.45,0.39
481,26624-1-2,18.2,,90.65,29.45,293.89,0.04,235.13,0.5
482,26624-1-2,18.3,,90.59,29.46,291.44,0.06,231.65,0.61
483,26624-1-2,18.4,,90.51,29.49,288.97,0.08,228.05,0.71
484,26624-1-2,18.5,,90.41,29.52,286.69,0.1,224.57,0.81
485,26624-1-2,18.6,,90.3,29.55,285.59,0.11,221.33,0.9
486,26624-1-2,18.7,,90.18,29.58,284.62,0.12,218.32,0.98
487,26624-1-2,18.8,,90.07,29.61,283.79,0.12,215.62,1.05
488,26624-1-2,18.9,,89.95,29.65,283.13,0.13,213.34,1.12
489,26624-1-2,19,first_contact,89.82,29.7,282.52,0.13,211.45,1.19
490,26624-1-2,19.1,,89.7,29.73,281.98,0.13,209.74,1.25
491,26624-1-2,19.2,,89.56,29.76,281.32,0.14,207.81,1.3
492,26624-1-2,19.3,,89.43,29.78,280.47,0.14,205.7,1.34
493,26624-1-2,19.4,out_of_bounds,89.29,29.8,279.85,0.14,203.61,1.36
494,26624-1-2,19.5,,89.16,29.83,279.12,0.14,201.68,1.38
495,26624-1-2,19.6,,89.02,29.85,278.3,0.14,199.79,1.4
496,26624-1-2,19.7,,88.89,29.86,277.63,0.14,197.82,1.41
497,26624-1-2,19.8,,88.75,29.88,276.74,0.14,195.83,1.43
498,26624-1-2,19.9,,88.6,29.9,275.76,0.15,193.74,1.44
499,26624-1-2,20,,88.45,29.91,274.71,0.15,191.46,1.45
500,26624-1-2,20.1,,88.3,29.92,273.67,0.15,189.05,1.46
501,26624-1-2,20.2,,88.15,29.93,272.69,0.15,186.63,1.46
502,26624-1-2,20.3,,87.99,29.94,271.75,0.15,184.43,1.46
503,26624-1-2,20.4,,87.84,29.94,270.72,0.15,182.53,1.47
504,26624-1-2,20.5,,87.69,29.94,269.77,0.15,180.83,1.47
505,26624-1-2,20.6,,87.55,29.95,268.96,0.15,179.11,1.48
506,26624-1-2,20.7,,87.4,29.95,268.02,0.15,177.44,1.48
507,26624-1-2,20.8,,87.25,29.96,266.84,0.15,175.79,1.48
508,26624-1-2,20.9,,87.09,29.95,265.51,0.15,174.15,1.47
509,26624-1-2,21,,86.95,29.93,264.64,0.15,172.58,1.46
510,26624-1-2,21.1,,86.8,29.9,263.87,0.15,171.13,1.45
511,26624-1-2,21.2,,86.66,29.88,262.8,0.15,169.77,1.45
512,26624-1-2,21.3,,86.51,29.86,261.65,0.15,168.44,1.45
513,26624-1-2,21.4,,86.37,29.83,260.55,0.14,167.33,1.45
514,26624-1-2,21.5,,86.23,29.81,259.28,0.14,166.49,1.45
515,26624-1-2,21.6,,86.09,29.79,257.85,0.15,165.76,1.45
516,26624-1-2,21.7,,85.94,29.75,256.5,0.15,165.01,1.44
517,26624-1-2,21.8,,85.8,29.71,255.23,0.15,164.27,1.44
518,26624-1-2,21.9,,85.68,29.68,254.22,0.13,163.6,1.43
519,26624-1-2,22,,85.55,29.65,253.59,0.13,163.08,1.44
520,26624-1-2,22.1,,85.41,29.61,252.63,0.14,162.64,1.45
521,26624-1-2,22.2,,85.27,29.56,251.44,0.15,162.16,1.45
522,26624-1-2,22.3,,85.12,29.51,250.32,0.15,161.62,1.46
523,26624-1-2,22.4,,84.98,29.46,249.3,0.15,161.23,1.46
524,26624-1-2,22.5,,84.85,29.41,248.36,0.14,160.82,1.46
525,26624-1-2,22.6,,84.72,29.35,247.77,0.14,160.14,1.46
526,26624-1-2,22.7,,84.59,29.29,247.39,0.14,159.11,1.46
527,26624-1-2,22.8,,84.46,29.22,246.64,0.15,158.13,1.47
528,26624-1-2,22.9,,84.32,29.17,245.58,0.15,157.43,1.48
529,26624-1-2,23,,84.17,29.11,244.83,0.16,156.98,1.49
530,26624-1-2,23.1,,84.03,29.03,244.16,0.16,156.61,1.48
531,26624-1-2,23.2,,83.9,28.95,243.49,0.15,156.34,1.47
532,26624-1-2,23.3,,83.77,28.89,243.24,0.15,156.21,1.47
533,26624-1-2,23.4,,83.64,28.82,243.27,0.14,156.35,1.48
534,26624-1-2,23.5,,83.51,28.76,243.22,0.15,156.62,1.48
535,26624-1-2,23.6,,83.38,28.69,243.26,0.15,156.8,1.47
536,26624-1-2,23.7,,83.25,28.62,243.2,0.15,157.12,1.47
537,26624-1-2,23.8,,83.12,28.54,242.97,0.15,157.58,1.47
538,26624-1-2,23.9,,82.99,28.47,242.99,0.15,158.14,1.46
539,26624-1-2,24,,82.87,28.4,243.42,0.14,158.58,1.46
540,26624-1-2,24.1,,82.75,28.33,243.94,0.14,158.93,1.45
541,26624-1-2,24.2,,82.62,28.27,244.1,0.14,159.17,1.44
542,26624-1-2,24.3,,82.48,28.21,244.15,0.15,159.22,1.44
543,26624-1-2,24.4,,82.35,28.15,244.1,0.14,159.19,1.43
544,26624-1-2,24.5,,82.22,28.09,244.07,0.14,159.28,1.41
545,26624-1-2,24.6,,82.09,28.03,244.31,0.14,159.36,1.4
546,26624-1-2,24.7,,81.96,27.97,244.82,0.15,159.57,1.38
547,26624-1-2,24.8,,81.82,27.91,245.09,0.15,159.97,1.36
548,26624-1-2,24.9,,81.69,27.86,245.45,0.14,160.45,1.35
549,26624-1-2,25,,81.56,27.81,245.92,0.14,160.96,1.33
550,26624-1-2,25.1,,81.44,27.75,246.04,0.13,161.46,1.32
551,26624-1-2,25.2,,81.32,27.69,246.13,0.13,161.91,1.3
552,26624-1-2,25.3,,81.2,27.64,246.47,0.13,162.22,1.28
553,26624-1-2,25.4,,81.09,27.58,247.14,0.12,162.5,1.26
554,26624-1-2,25.5,,80.98,27.53,247.75,0.12,162.81,1.24
555,26624-1-2,25.6,,80.87,27.49,248.03,0.12,162.98,1.22
556,26624-1-2,25.7,,80.76,27.44,248.17,0.12,162.86,1.19
557,26624-1-2,25.8,,80.66,27.39,248.1,0.11,162.56,1.17
558,26624-1-2,25.9,,80.55,27.35,247.97,0.11,162.1,1.15
559,26624-1-3,0,huddle_start_offense,79.11,28.44,355.9,0.04,266.26,0.07
560,26624-1-3,0.1,,79.09,28.44,350.5,0.01,266.32,0.06
561,26624-1-3,0.2,,79.07,28.44,337.33,0.02,266.55,0.06
562,26624-1-3,0.3,,79.04,28.44,322.03,0.03,266.92,0.07
563,26624-1-3,0.4,,79.03,28.45,315.53,0.01,267.43,0.07
564,26624-1-3,0.5,,79.01,28.45,314.07,0.01,268.01,0.06
565,26624-1-3,0.6,,78.95,28.45,314.78,0.07,268.65,0.05
566,26624-1-3,0.7,,78.93,28.46,319.87,0.02,269.36,0.04
567,26624-1-3,0.8,,78.95,28.47,312.6,0.02,270.05,0.03
568,26624-1-3,0.9,,78.97,28.48,287.55,0.02,270.68,0.04
569,26624-1-3,1,,78.97,28.49,284.39,0.01,271.24,0.03
570,26624-1-3,1.1,,78.96,28.5,281.22,0.02,271.72,0.02
571,26624-1-3,1.2,,78.96,28.51,279.65,0.01,272.11,0.01
572,26624-1-3,1.3,,78.97,28.51,109.5,0.01,272.35,0.01
573,26624-1-3,1.4,,78.97,28.51,122.24,0.01,272.36,0.02
574,26624-1-3,1.5,,78.98,28.5,106.99,0.01,272.16,0.06
575,26624-1-3,1.6,,79.01,28.49,110.63,0.02,271.76,0.07
576,26624-1-3,1.7,,79.03,28.48,122.02,0.02,271.09,0.06
577,26624-1-3,1.8,,79.04,28.46,137.42,0.02,270,0.04
578,26624-1-3,1.9,,79.05,28.45,145.05,0.01,268.58,0.04
579,26624-1-3,2,,79.03,28.45,148.26,0.02,267.06,0.05
580,26624-1-3,2.1,,79.02,28.44,155.64,0.01,265.62,0.05
581,26624-1-3,2.2,,79.04,28.44,165.19,0.02,264.3,0.05
582,26624-1-3,2.3,,79.05,28.43,171.57,0.01,263.15,0.04
583,26624-1-3,2.4,,79.05,28.42,178.55,0.01,262.18,0.04
584,26624-1-3,2.5,,79.05,28.41,204.24,0.01,261.43,0.03
585,26624-1-3,2.6,,79.03,28.41,230.77,0.01,260.91,0.03
586,26624-1-3,2.7,,79.02,28.42,249.95,0.01,260.54,0.04
587,26624-1-3,2.8,,79.01,28.42,259.36,0.01,260.28,0.04
588,26624-1-3,2.9,,79,28.43,260.76,0.01,260.16,0.03
589,26624-1-3,3,,79,28.43,265.49,0.01,260.29,0.03
590,26624-1-3,3.1,,78.99,28.43,269.96,0.01,260.61,0.04
591,26624-1-3,3.2,,78.98,28.43,279.23,0,260.99,0.05
592,26624-1-3,3.3,,78.99,28.44,285.24,0,261.35,0.05
593,26624-1-3,3.4,,78.98,28.44,289.08,0,261.66,0.05
594,26624-1-3,3.5,,78.98,28.44,291.26,0,261.92,0.04
595,26624-1-3,3.6,,78.97,28.44,291.04,0,262.11,0.04
596,26624-1-3,3.7,,78.97,28.44,290.32,0,262.23,0.03
597,26624-1-3,3.8,,78.97,28.44,290.6,0,262.3,0.03
598,26624-1-3,3.9,,78.97,28.44,292.59,0,262.37,0.02
599,26624-1-3,4,,78.97,28.44,295.81,0,262.43,0.02
600,26624-1-3,4.1,,78.97,28.44,298.05,0,262.49,0.02
601,26624-1-3,4.2,,78.97,28.44,297.65,0,262.55,0.02
602,26624-1-3,4.3,,78.97,28.44,301.61,0,262.62,0.02
603,26624-1-3,4.4,,78.96,28.44,306.71,0,262.69,0.02
604,26624-1-3,4.5,,78.96,28.44,313.62,0,262.76,0.03
605,26624-1-3,4.6,,78.96,28.44,318.92,0,262.82,0.03
606,26624-1-3,4.7,,78.96,28.45,323.14,0,262.87,0.03
607,26624-1-3,4.8,,78.96,28.45,328.91,0,262.91,0.04
608,26624-1-3,4.9,,78.95,28.45,339.78,0,262.95,0.06
609,26624-1-3,5,,78.95,28.45,352.78,0,262.98,0.15
610,26624-1-3,5.1,,78.95,28.45,358.43,0,262.99,0.27
611,26624-1-3,5.2,,78.95,28.46,1.34,0,262.98,0.37
612,26624-1-3,5.3,,78.94,28.46,4.28,0.01,262.89,0.44
613,26624-1-3,5.4,,78.94,28.47,7.66,0.01,262.41,0.48
614,26624-1-3,5.5,,78.94,28.48,11.04,0.01,261.29,0.51
615,26624-1-3,5.6,,78.94,28.48,13.95,0.01,259.5,0.54
616,26624-1-3,5.7,,78.94,28.5,16.33,0.01,257.14,0.57
617,26624-1-3,5.8,huddle_break_offense,78.93,28.54,18.11,0.04,254.21,0.6
618,26624-1-3,5.9,,78.94,28.7,19.63,0.16,250.61,0.63
619,26624-1-3,6,,78.95,28.93,21.05,0.23,246.4,0.66
620,26624-1-3,6.1,,78.98,29.11,22.9,0.18,241.61,0.69
621,26624-1-3,6.2,,79.02,29.23,25.1,0.12,236.1,0.7
622,26624-1-3,6.3,,79.08,29.3,27.31,0.09,229.98,0.72
623,26624-1-3,6.4,,79.14,29.35,29.42,0.08,223.51,0.74
624,26624-1-3,6.5,,79.19,29.39,31.48,0.07,217.01,0.75
625,26624-1-3,6.6,,79.24,29.43,33.71,0.07,210.79,0.75
626,26624-1-3,6.7,,79.29,29.48,36.67,0.06,205.06,0.74
627,26624-1-3,6.8,,79.33,29.52,43.09,0.06,199.88,0.69
628,26624-1-3,6.9,,79.38,29.56,52.62,0.06,195.2,0.61
629,26624-1-3,7,,79.43,29.6,62.27,0.06,191.16,0.56
630,26624-1-3,7.1,,79.48,29.61,69.28,0.06,187.88,0.53
631,26624-1-3,7.2,,79.54,29.63,73.51,0.06,185.25,0.51
632,26624-1-3,7.3,,79.59,29.63,76.06,0.05,183.25,0.49
633,26624-1-3,7.4,,79.64,29.63,77.92,0.05,182.03,0.47
634,26624-1-3,7.5,,79.69,29.62,80.18,0.05,181.45,0.46
635,26624-1-3,7.6,,79.73,29.6,83.05,0.05,181.24,0.45
636,26624-1-3,7.7,,79.78,29.6,85.35,0.05,181.32,0.43
637,26624-1-3,7.8,,79.83,29.59,87.29,0.05,181.61,0.41
638,26624-1-3,7.9,,79.87,29.58,89.52,0.05,182.05,0.38
639,26624-1-3,8,,79.92,29.56,91.2,0.05,182.72,0.35
640,26624-1-3,8.1,,79.96,29.56,93.12,0.04,183.45,0.31
641,26624-1-3,8.2,,80,29.56,94.5,0.04,184.08,0.27
642,26624-1-3,8.3,,80.03,29.57,95,0.03,184.55,0.24
643,26624-1-3,8.4,,80.06,29.57,93.65,0.03,184.9,0.2
644,26624-1-3,8.5,,80.09,29.57,91.63,0.03,185.1,0.16
645,26624-1-3,8.6,,80.1,29.58,92.07,0.02,185.22,0.12
646,26624-1-3,8.7,,80.11,29.6,93.14,0.02,185.31,0.07
647,26624-1-3,8.8,,80.11,29.6,95.74,0,185.36,0.03
648,26624-1-3,8.9,,80.1,29.6,223.01,0.01,185.31,0.02
649,26624-1-3,9,,80.1,29.59,266.67,0.01,185.24,0.04
650,26624-1-3,9.1,line_set,80.08,29.59,271.9,0.01,185.24,0.07
651,26624-1-3,9.2,,80.07,29.6,271.36,0.02,185.09,0.1
652,26624-1-3,9.3,,80.05,29.6,268.98,0.02,184.98,0.12
653,26624-1-3,9.4,,80.03,29.6,266.49,0.02,185.04,0.15
654,26624-1-3,9.5,,80,29.59,263.14,0.03,185.27,0.16
655,26624-1-3,9.6,,79.96,29.59,258.96,0.04,185.67,0.18
656,26624-1-3,9.7,,79.93,29.57,257.99,0.03,186.09,0.18
657,26624-1-3,9.8,,79.91,29.55,258.67,0.03,186.32,0.19
658,26624-1-3,9.9,,79.89,29.55,259.15,0.02,186.32,0.19
659,26624-1-3,10,,79.87,29.56,258.32,0.02,186.14,0.19
660,26624-1-3,10.1,,79.85,29.57,256.89,0.02,185.8,0.18
