,PlayKey,time,event,x,y,dir,dis,o,s
661,26624-1-3,10.2,,79.83,29.57,254.99,0.02,185.32,0.18
662,26624-1-3,10.3,,79.82,29.56,252.45,0.02,184.76,0.17
663,26624-1-3,10.4,,79.81,29.55,250.1,0.01,184.24,0.15
664,26624-1-3,10.5,,79.8,29.54,248.23,0.02,183.72,0.13
665,26624-1-3,10.6,,79.79,29.53,248.49,0.01,183.04,0.12
666,26624-1-3,10.7,,79.78,29.53,250.82,0.01,182.19,0.1
667,26624-1-3,10.8,,79.77,29.53,247.75,0.01,181.16,0.1
668,26624-1-3,10.9,,79.76,29.53,241.24,0.01,180.11,0.09
669,26624-1-3,11,,79.75,29.52,234.99,0.01,179.2,0.08
670,26624-1-3,11.1,,79.74,29.51,232.18,0.01,178.46,0.08
671,26624-1-3,11.2,,79.74,29.51,232.44,0.01,177.88,0.07
672,26624-1-3,11.3,,79.74,29.5,232.21,0.01,177.4,0.06
673,26624-1-3,11.4,,79.73,29.5,231.38,0,177.01,0.05
674,26624-1-3,11.5,,79.73,29.49,227.05,0,176.65,0.04
675,26624-1-3,11.6,,79.73,29.49,219.83,0,176.3,0.04
676,26624-1-3,11.7,,79.73,29.49,209.21,0,175.96,0.03
677,26624-1-3,11.8,,79.73,29.49,196.24,0,175.67,0.03
678,26624-1-3,11.9,,79.72,29.49,179.96,0,175.46,0.02
679,26624-1-3,12,,79.72,29.48,161.43,0,175.32,0.02
680,26624-1-3,12.1,man_in_motion,79.73,29.48,141.23,0,175.25,0.02
681,26624-1-3,12.2,,79.73,29.48,122.66,0,175.21,0.02
682,26624-1-3,12.3,,79.73,29.48,112.71,0,175.2,0.02
683,26624-1-3,12.4,,79.73,29.48,106.67,0,175.21,0.02
684,26624-1-3,12.5,,79.74,29.48,101.33,0,175.24,0.02
685,26624-1-3,12.6,,79.74,29.48,97.91,0,175.3,0.03
686,26624-1-3,12.7,,79.74,29.48,96.03,0,175.38,0.03
687,26624-1-3,12.8,,79.75,29.48,94.82,0,175.47,0.03
688,26624-1-3,12.9,,79.75,29.48,94.51,0,175.58,0.03
689,26624-1-3,13,,79.76,29.48,94.37,0,175.7,0.03
690,26624-1-3,13.1,,79.76,29.48,94.29,0,175.82,0.03
691,26624-1-3,13.2,,79.76,29.48,94.33,0,175.94,0.03
692,26624-1-3,13.3,,79.77,29.48,94.53,0,176.07,0.03
693,26624-1-3,13.4,,79.77,29.48,94.74,0,176.19,0.03
694,26624-1-3,13.5,,79.77,29.48,95.2,0,176.29,0.03
695,26624-1-3,13.6,,79.78,29.48,95.74,0,176.39,0.03
696,26624-1-3,13.7,,79.78,29.48,96.33,0,176.47,0.03
697,26624-1-3,13.8,,79.78,29.48,96.93,0,176.54,0.03
698,26624-1-3,13.9,,79.78,29.48,97.62,0,176.58,0.03
699,26624-1-3,14,,79.79,29.48,97.9,0,176.61,0.02
700,26624-1-3,14.1,,79.79,29.48,98.44,0,176.63,0.02
701,26624-1-3,14.2,,79.79,29.48,98.45,0,176.65,0.02
702,26624-1-3,14.3,,79.79,29.48,97.94,0,176.65,0.02
703,26624-1-3,14.4,,79.79,29.48,96.83,0,176.65,0.02
704,26624-1-3,14.5,,79.8,29.48,95.38,0,176.66,0.02
705,26624-1-3,14.6,,79.8,29.48,92.96,0,176.67,0.02
706,26624-1-3,14.7,,79.8,29.48,89.46,0,176.68,0.01
707,26624-1-3,14.8,,79.8,29.48,85.61,0,176.71,0.01
708,26624-1-3,14.9,,79.8,29.48,81.32,0,176.75,0.01
709,26624-1-3,15,,79.81,29.48,75.95,0,176.81,0.01
710,26624-1-3,15.1,,79.81,29.48,70.91,0,176.89,0.01
711,26624-1-3,15.2,,79.81,29.48,66.03,0,176.98,0.01
712,26624-1-3,15.3,,79.81,29.48,60.03,0,177.1,0.01
713,26624-1-3,15.4,,79.81,29.48,51.89,0,177.22,0.01
714,26624-1-3,15.5,,79.81,29.48,41.81,0,177.35,0
715,26624-1-3,15.6,,79.81,29.48,29.04,0,177.48,0
716,26624-1-3,15.7,,79.81,29.48,13.82,0,177.61,0
717,26624-1-3,15.8,,79.8,29.48,357.58,0,177.75,0
718,26624-1-3,15.9,,79.8,29.48,343.07,0,177.88,0
719,26624-1-3,16,,79.8,29.48,331.58,0,178.01,0.01
720,26624-1-3,16.1,,79.8,29.48,322.43,0,178.13,0.01
721,26624-1-3,16.2,,79.8,29.48,315.92,0,178.25,0.01
722,26624-1-3,16.3,,79.8,29.48,312.2,0,178.36,0.01
723,26624-1-3,16.4,,79.8,29.48,309.27,0,178.46,0.01
724,26624-1-3,16.5,,79.8,29.48,306.58,0,178.56,0.01
725,26624-1-3,16.6,,79.8,29.48,304.16,0,178.67,0.01
726,26624-1-3,16.7,,79.8,29.49,301.67,0,178.79,0.01
727,26624-1-3,16.8,,79.8,29.49,298.34,0,178.94,0.01
728,26624-1-3,16.9,,79.8,29.49,295.55,0,179.11,0.01
729,26624-1-3,17,,79.8,29.49,293.26,0,179.31,0.02
730,26624-1-3,17.1,,79.8,29.49,291.53,0,179.52,0.02
731,26624-1-3,17.2,,79.79,29.49,290.43,0,179.76,0.02
732,26624-1-3,17.3,,79.79,29.49,289.75,0,180.02,0.02
733,26624-1-3,17.4,,79.79,29.49,289.24,0,180.29,0.02
734,26624-1-3,17.5,,79.79,29.49,288.47,0,180.59,0.02
735,26624-1-3,17.6,,79.79,29.49,287.25,0,180.9,0.02
736,26624-1-3,17.7,,79.78,29.49,286.11,0,181.23,0.02
737,26624-1-3,17.8,,79.78,29.49,285.13,0,181.56,0.02
738,26624-1-3,17.9,,79.78,29.49,284.72,0,181.88,0.02
739,26624-1-3,18,,79.78,29.49,284.32,0,182.17,0.02
740,26624-1-3,18.1,,79.78,29.49,283.76,0,182.44,0.02
741,26624-1-3,18.2,,79.77,29.5,282.64,0,182.68,0.01
742,26624-1-3,18.3,,79.77,29.5,280.53,0,182.89,0.01
743,26624-1-3,18.4,,79.77,29.5,277.19,0,183.09,0.01
744,26624-1-3,18.5,,79.77,29.5,273.31,0,183.27,0.01
745,26624-1-3,18.6,,79.77,29.49,270.97,0,183.43,0.01
746,26624-1-3,18.7,,79.77,29.49,269.9,0,183.57,0.01
747,26624-1-3,18.8,,79.77,29.5,269.98,0,183.69,0.01
748,26624-1-3,18.9,,79.77,29.5,269.75,0,183.78,0.01
749,26624-1-3,19,,79.77,29.5,267.63,0,183.87,0.01
750,26624-1-3,19.1,,79.77,29.5,263.3,0,183.95,0
751,26624-1-3,19.2,,79.77,29.5,254.38,0,184.05,0
752,26624-1-3,19.3,,79.77,29.5,242.8,0,184.16,0
753,26624-1-3,19.4,,79.77,29.5,233.37,0,184.29,0
754,26624-1-3,19.5,,79.77,29.5,222.15,0,184.45,0
755,26624-1-3,19.6,,79.77,29.49,203.52,0,184.62,0
756,26624-1-3,19.7,,79.77,29.49,182.82,0,184.81,0
757,26624-1-3,19.8,,79.77,29.49,168.71,0,185.02,0
758,26624-1-3,19.9,,79.77,29.49,162.37,0,185.24,0
759,26624-1-3,20,,79.77,29.49,160.44,0,185.49,0
760,26624-1-3,20.1,,79.77,29.49,159.69,0,185.76,0.01
761,26624-1-3,20.2,,79.77,29.49,159.92,0,186.03,0.01
762,26624-1-3,20.3,,79.77,29.49,160.35,0,186.31,0.01
763,26624-1-3,20.4,,79.77,29.49,160.34,0,186.58,0.01
764,26624-1-3,20.5,,79.77,29.49,160.23,0,186.83,0
765,26624-1-3,20.6,,79.77,29.49,161.27,0,187.05,0
766,26624-1-3,20.7,,79.77,29.49,163.64,0,187.25,0
767,26624-1-3,20.8,,79.77,29.49,166.76,0,187.42,0
768,26624-1-3,20.9,,79.77,29.49,171.31,0,187.57,0
769,26624-1-3,21,,79.77,29.49,176.98,0,187.7,0
770,26624-1-3,21.1,,79.77,29.49,183.08,0,187.79,0
771,26624-1-3,21.2,,79.77,29.49,188.38,0,187.87,0
772,26624-1-3,21.3,,79.77,29.49,194.43,0,187.91,0
773,26624-1-3,21.4,,79.77,29.49,203.74,0,187.93,0
774,26624-1-3,21.5,,79.77,29.49,215.44,0,187.93,0
775,26624-1-3,21.6,,79.77,29.49,224.98,0,187.92,0
776,26624-1-3,21.7,,79.77,29.49,232.01,0,187.88,0
777,26624-1-3,21.8,,79.77,29.49,238.73,0,187.84,0
778,26624-1-3,21.9,,79.77,29.49,246.95,0,187.79,0
779,26624-1-3,22,,79.77,29.49,255.46,0,187.73,0
780,26624-1-3,22.1,,79.77,29.49,261.19,0,187.66,0
781,26624-1-3,22.2,,79.77,29.49,264,0,187.57,0
782,26624-1-3,22.3,,79.76,29.49,265.88,0,187.46,0.01
783,26624-1-3,22.4,,79.76,29.49,268.32,0,187.34,0.01
784,26624-1-3,22.5,,79.76,29.48,270,0,187.22,0.01
785,26624-1-3,22.6,,79.76,29.48,271.85,0,187.12,0.01
786,26624-1-3,22.7,,79.76,29.48,273.31,0,187.06,0.01
787,26624-1-3,22.8,,79.76,29.49,273.38,0,187.04,0.01
788,26624-1-3,22.9,ball_snap,79.76,29.49,268.44,0,187.1,0.01
789,26624-1-3,23,,79.76,29.49,252.5,0,187.23,0
790,26624-1-3,23.1,,79.76,29.49,191.98,0,187.45,0
791,26624-1-3,23.2,,79.76,29.49,142.23,0,187.75,0.01
792,26624-1-3,23.3,,79.76,29.49,122.36,0,188.15,0.02
793,26624-1-3,23.4,,79.76,29.49,114.65,0,188.64,0.1
794,26624-1-3,23.5,,79.75,29.49,112.36,0,189.23,0.29
795,26624-1-3,23.6,,79.75,29.49,111.05,0,189.92,0.53
796,26624-1-3,23.7,,79.75,29.49,110.71,0,190.76,0.72
797,26624-1-3,23.8,handoff,79.76,29.49,110.86,0,192.18,0.84
798,26624-1-3,23.9,,79.76,29.48,110.83,0,194.19,0.92
799,26624-1-3,24,,79.76,29.48,110.98,0.01,196.33,0.98
800,26624-1-3,24.1,,79.77,29.48,110.78,0.01,198.09,1.02
801,26624-1-3,24.2,,79.79,29.47,111.02,0.02,199.3,1.06
802,26624-1-3,24.3,,79.93,29.41,111.61,0.14,199.98,1.1
803,26624-1-3,24.4,,80.25,29.28,112.5,0.35,200.08,1.14
804,26624-1-3,24.5,,80.65,29.14,113.75,0.42,199.65,1.16
805,26624-1-3,24.6,,80.97,29.03,115.37,0.34,198.77,1.18
806,26624-1-3,24.7,,81.17,28.95,117.48,0.22,197.49,1.19
807,26624-1-3,24.8,,81.31,28.9,119.63,0.15,195.84,1.19
808,26624-1-3,24.9,,81.4,28.86,122.06,0.1,194,1.2
809,26624-1-3,25,,81.48,28.83,124.81,0.08,191.41,1.2
810,26624-1-3,25.1,,81.54,28.8,127.95,0.07,187.96,1.19
811,26624-1-3,25.2,,81.6,28.76,132.18,0.07,184.15,1.13
812,26624-1-3,25.3,,81.64,28.7,140.23,0.07,180.58,0.97
813,26624-1-3,25.4,,81.66,28.65,153.66,0.06,177.41,0.81
814,26624-1-3,25.5,first_contact,81.67,28.58,169.16,0.07,174.65,0.74
815,26624-1-3,25.6,,81.65,28.5,181.46,0.08,172.33,0.74
816,26624-1-3,25.7,,81.63,28.42,190.72,0.08,170.17,0.78
817,26624-1-3,25.8,,81.59,28.34,197.61,0.09,168.1,0.83
818,26624-1-3,25.9,,81.54,28.24,202.9,0.1,166.2,0.9
819,26624-1-3,26,tackle,81.49,28.15,206.93,0.11,164.46,0.98
820,26624-1-3,26.1,,81.43,28.05,210.56,0.11,162.59,1.05
821,26624-1-3,26.2,,81.36,27.95,213.27,0.12,160.77,1.12
822,26624-1-3,26.3,,81.29,27.85,215.65,0.13,159.08,1.17
823,26624-1-3,26.4,,81.22,27.73,217.72,0.13,157.53,1.22
824,26624-1-3,26.5,,81.14,27.62,219.59,0.14,155.93,1.26
825,26624-1-3,26.6,,81.05,27.52,221.64,0.13,154.32,1.3
826,26624-1-3,26.7,,80.95,27.43,223.17,0.13,152.7,1.33
827,26624-1-3,26.8,,80.85,27.33,224.57,0.14,151.11,1.36
828,26624-1-3,26.9,,80.75,27.23,225.75,0.15,149.88,1.38
829,26624-1-3,27,,80.64,27.13,226.86,0.14,148.97,1.4
830,26624-1-3,27.1,,80.54,27.02,228.32,0.15,148.21,1.42
831,26624-1-3,27.2,,80.43,26.93,229.88,0.15,147.56,1.43
832,26624-1-3,27.3,,80.32,26.84,231.89,0.15,147.13,1.44
833,26624-1-3,27.4,,80.2,26.75,233.95,0.15,146.85,1.44
834,26624-1-3,27.5,,80.07,26.67,235.88,0.15,146.78,1.45
835,26624-1-3,27.6,,79.95,26.59,237.21,0.15,146.95,1.45
836,26624-1-3,27.7,,79.83,26.5,238.69,0.15,147.39,1.46
837,26624-1-3,27.8,,79.71,26.41,240.48,0.15,148.04,1.46
838,26624-1-3,27.9,,79.59,26.32,242.32,0.15,148.85,1.46
839,26624-1-3,28,,79.46,26.25,244.34,0.15,149.84,1.46
840,26624-1-3,28.1,,79.32,26.19,246.12,0.15,150.85,1.46
841,26624-1-3,28.2,,79.19,26.14,247.74,0.15,151.84,1.46
842,26624-1-3,28.3,,79.05,26.09,249.28,0.15,152.92,1.46
843,26624-1-3,28.4,,78.9,26.06,250.47,0.15,154.08,1.45
844,26624-1-3,28.5,,78.75,26.02,251.73,0.15,155.21,1.45
845,26624-1-3,28.6,,78.61,25.97,253.07,0.15,156.32,1.44
846,26624-1-3,28.7,,78.47,25.94,254.61,0.15,157.35,1.44
847,26624-1-3,28.8,,78.32,25.91,256.36,0.15,158.27,1.43
848,26624-1-3,28.9,,78.17,25.88,257.72,0.15,159.13,1.43
849,26624-1-3,29,,78.02,25.86,258.77,0.15,159.98,1.42
850,26624-1-3,29.1,,77.88,25.84,259.47,0.14,160.86,1.41
851,26624-1-3,29.2,,77.75,25.82,260.24,0.14,161.56,1.4
852,26624-1-3,29.3,,77.61,25.8,260.76,0.14,162.06,1.38
853,26624-1-3,29.4,,77.47,25.77,261.24,0.14,162.44,1.37
854,26624-1-3,29.5,,77.34,25.74,261.73,0.14,162.67,1.36
855,26624-1-4,0,,71.61,27.71,246.82,0.02,170.32,0.16
856,26624-1-4,0.1,line_set,71.59,27.7,250.4,0.02,169.04,0.14
857,26624-1-4,0.2,,71.58,27.7,252.49,0.02,167.87,0.13
858,26624-1-4,0.3,,71.56,27.69,251.79,0.02,166.89,0.12
859,26624-1-4,0.4,,71.54,27.69,251.56,0.02,166.12,0.11
860,26624-1-4,0.5,,71.52,27.68,250.72,0.02,165.57,0.11
861,26624-1-4,0.6,,71.5,27.67,250.62,0.02,165.22,0.1
862,26624-1-4,0.7,,71.49,27.66,251.07,0.02,165.04,0.09
863,26624-1-4,0.8,,71.48,27.66,252.54,0.01,164.98,0.08
864,26624-1-4,0.9,,71.47,27.66,254.4,0,165.05,0.07
865,26624-1-4,1,,71.47,27.67,257,0,165.23,0.06
866,26624-1-4,1.1,,71.48,27.67,258.13,0,165.55,0.05
867,26624-1-4,1.2,,71.48,27.67,257.44,0,165.94,0.03
868,26624-1-4,1.3,,71.48,27.67,257.44,0,166.4,0.02
869,26624-1-4,1.4,,71.48,27.67,268.08,0,166.87,0.01
870,26624-1-4,1.5,,71.48,27.67,29.52,0,167.28,0.01
871,26624-1-4,1.6,,71.49,27.67,48.96,0,167.61,0.02
872,26624-1-4,1.7,,71.49,27.68,57.04,0,167.86,0.02
873,26624-1-4,1.8,,71.49,27.68,63.32,0,168.08,0.03
874,26624-1-4,1.9,,71.49,27.68,68.73,0,168.29,0.03
875,26624-1-4,2,,71.5,27.68,72.07,0,168.52,0.03
876,26624-1-4,2.1,,71.5,27.68,74.22,0,168.76,0.03
877,26624-1-4,2.2,,71.5,27.68,75.72,0,169.03,0.03
878,26624-1-4,2.3,,71.51,27.68,76.4,0,169.29,0.03
879,26624-1-4,2.4,,71.51,27.68,76.71,0,169.56,0.03
880,26624-1-4,2.5,,71.51,27.68,77.14,0,169.84,0.03
881,26624-1-4,2.6,,71.51,27.68,78.15,0,170.12,0.03
882,26624-1-4,2.7,,71.52,27.68,79.26,0,170.39,0.04
883,26624-1-4,2.8,,71.52,27.68,80.03,0,170.65,0.04
884,26624-1-4,2.9,,71.53,27.68,80.45,0,170.88,0.04
885,26624-1-4,3,,71.53,27.68,80.65,0,171.09,0.04
886,26624-1-4,3.1,,71.53,27.69,81,0,171.27,0.04
887,26624-1-4,3.2,,71.54,27.69,81.67,0,171.42,0.04
888,26624-1-4,3.3,,71.54,27.69,82.11,0,171.55,0.04
889,26624-1-4,3.4,,71.54,27.69,82.52,0,171.66,0.04
890,26624-1-4,3.5,,71.55,27.69,83.2,0,171.75,0.03
891,26624-1-4,3.6,,71.55,27.69,83.97,0,171.82,0.03
892,26624-1-4,3.7,,71.56,27.69,84.7,0,171.88,0.03
893,26624-1-4,3.8,,71.56,27.69,85.64,0,171.92,0.03
894,26624-1-4,3.9,,71.56,27.69,87.19,0,171.95,0.03
895,26624-1-4,4,,71.57,27.69,89.38,0,171.98,0.02
896,26624-1-4,4.1,,71.57,27.69,92.23,0,172,0.02
897,26624-1-4,4.2,,71.57,27.69,96.05,0,172.01,0.02
898,26624-1-4,4.3,,71.57,27.69,101.15,0,172.02,0.02
899,26624-1-4,4.4,,71.58,27.69,107.57,0,172.02,0.02
900,26624-1-4,4.5,,71.58,27.69,115.06,0,172.02,0.01
901,26624-1-4,4.6,,71.58,27.69,123.32,0,172.01,0.01
902,26624-1-4,4.7,,71.58,27.69,131.84,0,171.99,0.01
903,26624-1-4,4.8,,71.58,27.69,139.76,0,171.96,0.01
904,26624-1-4,4.9,,71.58,27.69,146.26,0,171.93,0.01
905,26624-1-4,5,,71.58,27.68,150.34,0,171.9,0.01
906,26624-1-4,5.1,,71.57,27.68,152.02,0,171.86,0.01
907,26624-1-4,5.2,,71.57,27.68,151.27,0,171.8,0.02
908,26624-1-4,5.3,,71.57,27.68,148.74,0,171.72,0.02
909,26624-1-4,5.4,,71.58,27.68,145.45,0,171.63,0.02
910,26624-1-4,5.5,,71.58,27.68,141.68,0,171.5,0.03
911,26624-1-4,5.6,ball_snap,71.58,27.68,136.66,0,171.35,0.05
912,26624-1-4,5.7,,71.58,27.67,133.23,0,171.17,0.16
913,26624-1-4,5.8,,71.58,27.67,133.08,0,170.95,0.35
914,26624-1-4,5.9,,71.58,27.67,133.19,0,170.68,0.55
915,26624-1-4,6,,71.58,27.67,133.03,0,170.29,0.7
916,26624-1-4,6.1,,71.59,27.67,132.71,0,169.39,0.82
917,26624-1-4,6.2,,71.59,27.66,132.38,0.01,168.17,0.93
918,26624-1-4,6.3,,71.6,27.66,132.46,0.01,167.34,1.02
919,26624-1-4,6.4,,71.61,27.65,132.41,0.01,167.16,1.11
920,26624-1-4,6.5,,71.64,27.63,132.42,0.04,167.51,1.2
921,26624-1-4,6.6,handoff,71.79,27.49,132.41,0.2,168.45,1.29
922,26624-1-4,6.7,,72.04,27.25,132.23,0.35,169.9,1.37
923,26624-1-4,6.8,,72.29,27.01,131.69,0.35,171.71,1.44
924,26624-1-4,6.9,,72.5,26.82,130.95,0.28,173.98,1.51
925,26624-1-4,7,,72.66,26.68,130.31,0.22,176.55,1.57
926,26624-1-4,7.1,,72.81,26.55,129.74,0.19,179.37,1.62
927,26624-1-4,7.2,,72.94,26.43,129.09,0.17,182.39,1.67
928,26624-1-4,7.3,,73.05,26.33,128.28,0.15,185.75,1.72
929,26624-1-4,7.4,,73.17,26.22,127.49,0.16,189.11,1.74
930,26624-1-4,7.5,,73.29,26.11,126.45,0.16,191.9,1.68
931,26624-1-4,7.6,,73.4,26.02,124.77,0.15,194.06,1.53
932,26624-1-4,7.7,,73.52,25.94,122.66,0.14,195.69,1.37
933,26624-1-4,7.8,,73.64,25.89,120.63,0.13,196.75,1.25
934,26624-1-4,7.9,first_contact,73.74,25.84,119.02,0.12,197.21,1.16
935,26624-1-4,8,,73.84,25.79,117.41,0.11,197.19,1.07
936,26624-1-4,8.1,,73.94,25.76,115.49,0.1,196.55,0.99
937,26624-1-4,8.2,,74.03,25.74,113.99,0.1,195.55,0.92
938,26624-1-4,8.3,,74.13,25.71,112.34,0.1,194.03,0.84
939,26624-1-4,8.4,,74.21,25.7,110.71,0.09,192.27,0.76
940,26624-1-4,8.5,,74.3,25.69,109.4,0.08,190.55,0.68
941,26624-1-4,8.6,,74.37,25.68,109.32,0.08,188.89,0.59
942,26624-1-4,8.7,,74.44,25.67,110.77,0.06,187.19,0.51
943,26624-1-4,8.8,tackle,74.49,25.67,113.4,0.05,185.25,0.43
944,26624-1-4,8.9,,74.52,25.66,117.51,0.04,183.01,0.35
945,26624-1-4,9,,74.55,25.66,125.69,0.03,180.51,0.27
946,26624-1-4,9.1,,74.56,25.66,141.93,0.01,177.94,0.21
947,26624-1-4,9.2,,74.56,25.65,168.88,0.01,175.42,0.17
948,26624-1-4,9.3,,74.56,25.63,198.68,0.02,173.02,0.19
949,26624-1-4,9.4,,74.55,25.61,219.25,0.02,170.62,0.23
950,26624-1-4,9.5,,74.53,25.59,231.62,0.03,168.38,0.3
951,26624-1-4,9.6,,74.5,25.56,238.1,0.04,166.17,0.38
952,26624-1-4,9.7,,74.46,25.53,242.25,0.05,163.97,0.45
953,26624-1-4,9.8,,74.4,25.5,245.08,0.07,161.97,0.51
954,26624-1-4,9.9,,74.33,25.47,246.52,0.07,160.3,0.58
955,26624-1-4,10,,74.26,25.45,248.32,0.08,158.97,0.63
956,26624-1-4,10.1,,74.19,25.42,249.83,0.08,157.89,0.69
957,26624-1-4,10.2,,74.11,25.39,250.31,0.08,156.96,0.73
958,26624-1-4,10.3,,74.03,25.36,251.14,0.08,156.14,0.77
959,26624-1-4,10.4,,73.95,25.34,252.47,0.09,155.46,0.81
960,26624-1-4,10.5,,73.86,25.32,253.82,0.09,154.92,0.84
961,26624-1-4,10.6,,73.78,25.29,254.6,0.09,154.7,0.87
962,26624-1-4,10.7,,73.68,25.27,254.88,0.1,154.88,0.89
963,26624-1-4,10.8,,73.59,25.25,255.31,0.09,155.5,0.91
964,26624-1-4,10.9,,73.5,25.24,255.52,0.09,156.37,0.93
965,26624-1-4,11,,73.41,25.22,255.65,0.09,157.3,0.95
966,26624-1-4,11.1,,73.32,25.19,255.3,0.09,158.13,0.96
967,26624-1-4,11.2,,73.24,25.16,254.76,0.09,158.92,0.98
968,26624-1-4,11.3,,73.15,25.15,254.03,0.09,159.81,1
969,26624-1-4,11.4,,73.05,25.14,253.45,0.1,160.85,1.02
970,26624-1-4,11.5,,72.95,25.11,252.59,0.11,161.89,1.03
971,26624-1-4,11.6,,72.85,25.08,251.98,0.11,162.85,1.04
972,26624-1-4,11.7,,72.74,25.06,250.89,0.11,163.58,1.05
973,26624-1-4,11.8,,72.64,25.03,249.26,0.11,163.93,1.06
974,26624-1-4,11.9,,72.53,24.99,248.3,0.11,163.91,1.07
975,26624-1-4,12,,72.43,24.95,248.18,0.11,163.52,1.08
976,26624-1-4,12.1,,72.33,24.9,247.71,0.11,162.99,1.09
977,26624-1-4,12.2,,72.22,24.85,247.01,0.12,162.52,1.1
978,26624-1-4,12.3,,72.11,24.8,246.34,0.12,162.09,1.11
979,26624-1-4,12.4,,72.01,24.74,245.99,0.12,161.63,1.11
980,26624-1-4,12.5,,71.9,24.69,245.84,0.12,161.15,1.11
981,26624-1-4,12.6,,71.8,24.63,245.7,0.11,160.57,1.11
982,26624-1-5,0,,68.71,26.37,230.16,0.01,188.02,0.12
983,26624-1-5,0.1,line_set,68.71,26.36,226.54,0,188.33,0.09
984,26624-1-5,0.2,,68.72,26.36,223.73,0,188.52,0.06
985,26624-1-5,0.3,,68.71,26.36,218.03,0,188.67,0.04
986,26624-1-5,0.4,,68.71,26.36,207.12,0,188.88,0.03
987,26624-1-5,0.5,,68.71,26.36,202.54,0,189.15,0.02
988,26624-1-5,0.6,,68.71,26.36,190.45,0,189.42,0.01
989,26624-1-5,0.7,,68.71,26.36,183.2,0,189.66,0.01
990,26624-1-5,0.8,,68.71,26.36,203.63,0,189.81,0.01
991,26624-1-5,0.9,,68.7,26.36,224.52,0,189.87,0.01
992,26624-1-5,1,,68.7,26.36,232.38,0,189.85,0.01
993,26624-1-5,1.1,,68.7,26.36,233.68,0,189.76,0.01
994,26624-1-5,1.2,,68.7,26.36,228.17,0,189.63,0.01
995,26624-1-5,1.3,,68.7,26.36,214.25,0,189.48,0
996,26624-1-5,1.4,,68.7,26.36,190.49,0,189.34,0
997,26624-1-5,1.5,,68.7,26.36,158.28,0,189.21,0
998,26624-1-5,1.6,,68.7,26.36,132.37,0,189.08,0